"TI"	"PY"	"AU"	"DOI"	"IDW"	"IDS"	"C1W"	"C1S"	"Coder"	"DT"	"SO"	"AK"
"MULTIFUNCTIONAL CARBON FIBER IONIZATION MASS SPECTROMETRY"	2016	"WU MX;WANG HY;ZHANG JT;GUO YL"	"10.1021/acs.analchem.6b02166"	"SUPERCRITICAL-FLUID CHROMATOGRAPHY; DESORPTION ELECTROSPRAY-IONIZATION;; MOLECULAR IONIZATION; PROBE ELECTROSPRAY; AMBIENT CONDITIONS; SOLVENT;; SURFACE; SPRAY; IDENTIFICATION; SAMPLES"	"AIR;  AROMATIC HYDROCARBONS;  CARBON FIBERS;  CHROMATOGRAPHY;  DISTILLATION;  DRUG PRODUCTS;  EFFLUENT TREATMENT;  ELECTRIC CORONA;  ELECTROSPRAY IONIZATION;  GAS CHROMATOGRAPHY;  IONIZATION;  LIPIDS;  MASS SPECTROMETRY;  ORGANIC COMPOUNDS;  ORGANOMETALLICS;  POLYCYCLIC AROMATIC HYDROCARBONS;  SPECTROMETRY;  SUPERCRITICAL FLUIDS; ALIPHATIC ALDEHYDES;  ELECTRON IONIZATION MASS SPECTROMETRY;  ION FORMATION MECHANISMS;  IONIZATION MASS SPECTROMETRY;  MASS SPECTROMETRIC ANALYSIS;  ORGANOMETALLIC COMPOUNDS;  SEPARATION TECHNIQUES;  SUPER CRITICAL FLUID CHROMATOGRAPHY; CHEMICAL ANALYSIS; CARBON;  CARBON FIBER;  ORGANIC COMPOUND; BREATH ANALYSIS;  CHEMISTRY;  HUMAN;  PROCEDURES;  SUPERCRITICAL FLUID CHROMATOGRAPHY;  URINE; BREATH TESTS;  CARBON; SUPERCRITICAL FLUID;  HUMANS;  ORGANIC CHEMICALS"	"WANG, HY; GUO, YL (CORRESPONDING AUTHOR), CHINESE ACAD SCI, STATE KEY LAB ORGANOMETALL CHEM, 345 LINGLING RD, SHANGHAI 200032, PEOPLES R CHINA; WANG, HAO-YANG; GUO, YIN-LONG, CHINESE ACAD SCI, STATE KEY LAB ORGANOMETALL CHEM, 345 LINGLING RD, SHANGHAI 200032, PEOPLES R CHINA; CHINESE ACAD SCI, SHANGHAI INST ORGAN CHEM, NATL CTR ORGAN MASS SPECTROMETRY SHANGHAI, 345 LINGLING RD, SHANGHAI, PEOPLES R CHINA"	"STATE KEY LABORATORY OF ORGANOMETALLIC CHEMISTRY, NATIONAL CENTER FOR ORGANIC MASS SPECTROMETRY IN SHANGHAI, SHANGHAI INSTITUTE OF ORGANIC CHEMISTRY, CAS, 345 LINGLING ROAD, SHANGHAI, 200032, CHINA"	"Scopus,WebOfScience"	"ARTICLE"	"ANALYTICAL CHEMISTRY"	""
"MYOGLOBIN LOSS AS THE 1ST LIGHT-MICROSCOPIC SIGN OF DAMAGE TO CARDIAC FIBER - AN INVESTIGATION OF 149 FORENSIC CASES OF OBDUCTION"	1984	"KEIL W;ISHIYAMA I"	""	""	""	"KEIL, W (CORRESPONDING AUTHOR), HUMBOLDT UNIV,BEREICH MED CHARITE,INST GERICHTLICHE MED,DDR-1040 BERLIN,GER DEM REP"	""	"WebOfScience"	"ARTICLE"	"DEUTSCHE GESUNDHEITSWESEN-ZEITSCHRIFT FUR KLINISCHE MEDIZIN"	""
"NANOSCALE ANALYSIS OF DEGRADATION PROCESSES OF CELLULOSE FIBERS"	2016	"TEODONIO L;MISSORI M;PAWCENIS D;OJEWSKA J;VALLE F;TEODONIO L;MISSORI M;PAWCENIS J;VALLE F"	"10.1016/j.micron.2016.07.013"	"ATOMIC-FORCE MICROSCOPY; PAPER; AFM; SEM"	"ATOMIC FORCE MICROSCOPY;  CELLULOSE;  CHARACTERIZATION;  MECHANICAL PROPERTIES;  NANOTECHNOLOGY;  NATURAL FIBERS;  TEXTILE FIBERS; CELLULOSE ADHESION;  CELLULOSE POLYMERIZATION;  CULTURAL HERITAGES;  DEGRADATION PROCESS;  LOCAL MECHANICAL PROPERTIES;  NANOMECHANICAL PROPERTY;  NANOSCALE ANALYSIS;  NANOSCALE CHARACTERIZATION; FIBERS; CELLULOSE;  CELLULOSE FIBERS;  DEGRADATION;  HUMIDITY;  MAPPING;  POLYMERIZATION;  TEMPERATURE;  GLASS;  NANOMATERIAL; ATOMIC FORCE MICROSCOPY;  CHEMISTRY;  SURFACE PROPERTY;  ULTRASTRUCTURE;  MICROSCOPY; ATOMIC FORCE;  NANOSTRUCTURES;  SURFACE PROPERTIES"	"MISSORI, M (CORRESPONDING AUTHOR), CNR, INST COMPLEX SYST, PIAZZALE ALDO MORO 5, ROME, ITALY; VALLE, F (CORRESPONDING AUTHOR), CNR, IST STUDIO MAT NANOSTRUTTURATI, VIA GOBETTI 101, BOLOGNA, ITALY; TEODONIO, LORENZO, ITALIAN MINISTER CULTURAL HERITAGE \& TOURISM, ICRCPAL, VIA MILANO 76, ROME, ITALY; MISSORI, MAURO, CNR, INST COMPLEX SYST, PIAZZALE ALDO MORO 5, ROME, ITALY; PAWCENIS, DOMINIKA; LOJEWSKA, JOANNA, JAGIELLONIAN UNIV, FAC CHEM, INGARDENA 3, KRAKOW, POLAND; VALLE, FRANCESCO, CNR, IST STUDIO MAT NANOSTRUTTURATI, VIA GOBETTI 101, BOLOGNA, ITALY"	"ICRCPAL, ITALIAN MINISTER OF CULTURAL HERITAGE AND TOURISM, VIA MILANO 76, ROME, ITALY;CONSIGLIO NAZIONALE DELLE RICERCHE, INSTITUTE FOR COMPLEX SYSTEMS, PIAZZALE ALDO MORO 5, ROME, ITALY;FACULTY OF CHEMISTRY, JAGIELLONIAN UNIVERSITY, INGARDENA 3, KRAKW, POLAND;CONSIGLIO NAZIONALE DELLE RICERCHE, ISTITUTO PER LO STUDIO DEI MATERIALI NANOSTRUTTURATI, VIA GOBETTI 101, BOLOGNA, ITALY"	"Scopus,WebOfScience"	"ARTICLE"	"MICRON"	""
"NEW INSIGHTS INTO DYE CHEMISTRY AND PHYSICS"	2015	"BATCHELOR SN"	"10.1111/cote.12138"	"ALPHA-HYDROXYALKYL RADICALS; ONE-ELECTRON OXIDATION; TIME-RESOLVED EPR;; AZO DYES; SUPRAMOLECULAR STRUCTURE; ORANGE-II; AQUEOUS-SOLUTION;; RESONANCE RAMAN; SINGLET-OXYGEN; GREEN-TEA"	"AZO DYES;  CELLULOSE;  CITRUS FRUITS;  ELECTRONIC STRUCTURE;  PHOTOOXIDATION;  SOLUTIONS; CELLULOSIC MATERIAL;  DETAILED MODELING;  DIFFUSION MEASUREMENTS;  DYE IDENTIFICATION;  MICROVISCOSITIES;  ONE-ELECTRON REDUCTIONS;  REDUCTION MECHANISMS;  SUBSTRATE STRUCTURE; SUBSTRATES"	"BATCHELOR, SN (CORRESPONDING AUTHOR), UNILEVER RES PORT SUNLIGHT, WIRRAL CH63 3JW, CHESHIRE, ENGLAND; UNILEVER RES PORT SUNLIGHT, WIRRAL CH63 3JW, CHESHIRE, ENGLAND"	"UNILEVER RESEARCH PORT SUNLIGHT, BEBINGTON, WIRRAL, CHESHIRE, CH63 3JW, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"COLORATION TECHNOLOGY"	""
"NILE RED-DYE BASED ANALYSIS OF SYNTHETIC FIBRES FOR FORENSIC APPLICATIONS"	2019	"DEVALLA S;JOSEPH O;PRABHU R"	"10.1117/12.2536780"	""	"FLUORESCENCE;  FLUORESCENCE MICROSCOPY;  NANOTECHNOLOGY;  SYNTHETIC FIBERS;  TERRORISM; ANALYTICAL INSTRUMENT;  DETECTION METHODS;  FORENSIC APPLICATIONS;  FORENSIC EVALUATION;  FORENSICS ANALYSIS;  METHOD VALIDATIONS;  NATURALLY OCCURRING;  SAMPLE PREPARATION; FORENSIC SCIENCE"	""	"JAMES HUTTON INSTITUTE, ABERDEEN, AB15 8QH, UNITED KINGDOM;INTERNATIONAL SCHOOL OF PHOTONICS, COCHIN UNIV. OF SCIENCE AND TECHNOLOGY, KOCHI, INDIA;SCHOOL OF ENGINEERING, ROBERT GORDON UNIV, ABERDEEN, UNITED KINGDOM"	"Scopus"	"CONFERENCE MATERIAL"	"PROCEEDINGS OF SPIE - THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING"	""
"NON-DESTRUCTIVE NEAR-INFRA-RED ANALYSIS FOR THE IDENTIFICATION OF DYES ON TEXTILES"	1997	"CHEN CS;BROWN CW;BIDE MJ"	"10.1111/j.1478-4408.1997.tb01867.x"	"SPECTRAL SEARCH; SIZE LIBRARIES; MIXTURES"	"SPECTROSCOPY; NEAR-INFRARED;  TESTING; DYE;  TEXTILE; HISTORIC"	"CHEN, CS (CORRESPONDING AUTHOR), UNIV RHODE ISL, DEPT CHEM, KINGSTON, RI 02881 USA; UNIV RHODE ISL, DEPT TEXT FASH MERCHANDISING \& DESIGN, KINGSTON, RI 02881 USA"	"DEPT. OF CHEMISTRY, UNIVERSITY OF RHODE ISLAND, KINGSTON, RI 02881, UNITED STATES;DEPT. OF TEXTILES, FASHION MERCHANDISING AND DESIGN, UNIVERSITY OF RHODE ISLAND, KINGSTON, RI 02881, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF THE SOCIETY OF DYERS AND COLOURISTS"	""
"NONDESTRUCTIVE IDENTIFICATION OF NATURAL AND SYNTHETIC ORGANIC COLORANTS IN WORKS OF ART BY SURFACE ENHANCED RAMAN SCATTERING"	2011	"LEONA M;DECUZZI P;KUBIC TA;GATES G;LOMBARDI JR"	"10.1021/ac2007015"	"2-HYDROXYETHYL METHACRYLATE HYDROGELS; 2;3-DIHYDROXYPROPYL METHACRYLATE;; IN-SITU; SPECTROSCOPY; DYES; FIBERS; GLAZES"	""	"LEONA, M (CORRESPONDING AUTHOR), METROPOLITAN MUSEUM ART, DEPT SCI RES, 1000 5TH AVE, NEW YORK, NY 10028 USA; LEONA, MARCO, METROPOLITAN MUSEUM ART, DEPT SCI RES, NEW YORK, NY 10028 USA; DECUZZI, PETER; KUBIC, THOMAS A, CUNY JOHN JAY COLL CRIMINAL JUSTICE, NEW YORK, NY 10019 USA; GATES, GLENN, WALTERS ART MUSEUM, BALTIMORE, MD 21201 USA; LOMBARDI, JOHN R, CUNY CITY COLL, DEPT CHEM, NEW YORK, NY 10031 USA; LOMBARDI, JOHN R, CUNY CITY COLL, CASI, NEW YORK, NY 10031 USA"	""	"WebOfScience"	"ARTICLE"	"ANALYTICAL CHEMISTRY"	""
"NONDESTRUCTIVE TOTAL EXCITATION-EMISSION FLUORESCENCE MICROSCOPY COMBINED WITH MULTI-WAY CHEMOMETRIC ANALYSIS FOR VISUALLY INDISTINGUISHABLE SINGLE FIBER DISCRIMINATION"	2016	"MUOZ DE LA PEA A;MUJUMDAR N;HEIDER EC;GOICOECHEA HC;MUOZ DE LA PEA D;CAMPIGLIA AD;DE LA PENA AM;MUJUMDAR N;HEIDER HC;DE LA PENA DM;CAMPIGLIA AD"	"10.1021/acs.analchem.6b00264"	"PARTIAL LEAST-SQUARES; IONIZATION MASS-SPECTROMETRY; RAMAN-SPECTROSCOPY;; FORENSIC ANALYSIS; CAPILLARY-ELECTROPHORESIS; PATTERN-RECOGNITION;; EVIDENTIAL VALUE; TEXTILE FIBERS; COTTON FIBERS; OIL SAMPLES"	"DISCRIMINANT ANALYSIS;  FACE RECOGNITION;  FLUORESCENCE;  FLUORESCENCE MICROSCOPY;  LEAST SQUARES APPROXIMATIONS;  MATRIX ALGEBRA; CHEMOMETRIC ANALYSIS;  EXCITATION EMISSION FLUORESCENCE;  EXCITATION EMISSION MATRICES;  LINEAR DISCRIMINANT ANALYSIS;  NON-DESTRUCTIVE ANALYSIS;  PARALLEL FACTOR ANALYSIS;  PARTIAL LEAST SQUARE (PLS);  SPECTROFLUORIMETERS; FIBERS; FLUORESCENCE MICROSCOPY;  PROCEDURES; MICROSCOPY; FLUORESCENCE"	"CAMPIGLIA, AD (CORRESPONDING AUTHOR), UNIV CENT FLORIDA, DEPT CHEM, 4111 LIBRA DR,POB 25000, ORLANDO, FL 32816 USA; CAMPIGLIA, AD (CORRESPONDING AUTHOR), UNIV CENT FLORIDA, NATL CTR FORENS SCI, 12354 RES PKWY,SUITE 225, ORLANDO, FL 32826 USA; DE LA PENA, ARSENIO MUNOZ; MUJUMDAR, NIRVANI; HEIDER, EMILY C; CAMPIGLIA, ANDRES D, UNIV CENT FLORIDA, DEPT CHEM, 4111 LIBRA DR,POB 25000, ORLANDO, FL 32816 USA; GOICOECHEA, HECTOR C, UNIV NACL LITORAL, FAC BIOQUIM \& CIENCIAS BIOL, CATEDRA QUIM ANALIT 1, LAB DESARROLLO ANALIT \& QUIMIOMETRIA LADAQ, S3000ZAA, SANTA FE, ARGENTINA; DE LA PENA, DAVID MUNOZ, UNIV SEVILLE, DEPT AUTOMAT \& SYST ENGN, SEVILLE 41092, SPAIN; DE LA PENA, ARSENIO MUNOZ, UNIV EXTREMADURA, DEPT ANALYT CHEM, BADAJOZ 06006, SPAIN; DE LA PENA, ARSENIO MUNOZ, UNIV EXTREMADURA, IACYS, BADAJOZ 06006, SPAIN; CAMPIGLIA, ANDRES D, UNIV CENT FLORIDA, NATL CTR FORENS SCI, 12354 RES PKWY,SUITE 225, ORLANDO, FL 32826 USA"	"DEPARTMENT OF CHEMISTRY, UNIVERSITY OF CENTRAL FLORIDA, 4111 LIBRA DRIVE, P.O. BOX 25000, ORLANDO, FL  32816-2366, UNITED STATES;LABORATORIO DE DESARROLLO ANALTICO Y QUIMIOMETRA (LADAQ), CTEDRA DE QUMICA ANALTICA I, FACULTAD DE BIOQUMICA Y CIENCIAS BIOLGICAS, UNIVERSIDAD NACIONAL DE LITORAL, SANTA FE, S3000ZAA, ARGENTINA;DEPARTMENT OF AUTOMATION AND SYSTEMS ENGINEERING, UNIVERSITY OF SEVILLE, SEVILLE, 41092, SPAIN;DEPARTMENT OF ANALYTICAL CHEMISTRY AND IACYS, UNIVERSITY OF EXTREMADURA, BADAJOZ, 06006, SPAIN;NATIONAL CENTER FOR FORENSIC SCIENCE, UNIVERSITY OF CENTRAL FLORIDA, 12354 RESEARCH PARKWAY, SUITE 225, ORLANDO, FL  32826, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"ANALYTICAL CHEMISTRY"	""
"NOTE: THE IDENTIFICATION OF INCINERATED FIBRES BY THE X-RAY POWDER DIFFRACTION METHOD"	1997	"WAS J;WOCHOWICZ A"	"10.1002/(sici)1099-1018(199707/08)21:4<191::aid-fam608>3.0.co;2-6"	""	"FOURIER TRANSFORM INFRARED SPECTROSCOPY;  HIGH TEMPERATURE EFFECTS;  NATURAL FIBERS;  OPTICAL MICROSCOPY;  SCANNING ELECTRON MICROSCOPY;  SYNTHETIC FIBERS;  X RAY POWDER DIFFRACTION; ENERGY DISPERSIVE X RAY ANALYSIS (EDX);  INCINERATED FIBERS; COMBUSTION"	""	"INSTITUTE OF FORENSIC RESEARCH, 9 WESTERPLATTE STREET, 31-033 KRAKW, POLAND;TEXTILE INSTITUTE, TECH. UNIV. OF ODZ, 5 FABRYCZNY PLACE, 43-300 BIELSKO-BIAA, POLAND"	"Scopus"	"ARTICLE"	"FIRE AND MATERIALS"	""
"POLYESTER (PET) SINGLE FIBER FT-IR DICHROISM: POTENTIAL INDIVIDUALIZATION"	1998	"CHO LL;WETZEL DL;REFFNER JA"	"10.1063/1.55723"	""	""	"CHO, LL (CORRESPONDING AUTHOR), KANSAS STATE UNIV, MICROBEAM MOL SPECT LAB, SHELLENBERGER HALL, MANHATTAN, KS 66506 USA; KANSAS STATE UNIV, MICROBEAM MOL SPECT LAB, MANHATTAN, KS 66506 USA"	""	"WebOfScience"	"PROCEEDINGS PAPER"	"FOURIER TRANSFORM SPECTROSCOPY"	""
"PORTAL, FREIGHT AND VEHICLE MONITOR PERFORMANCE USING SCINTILLATING GLASS FIBER DETECTORS FOR THE DETECTION OF PLUTONIUM IN THE ILLICIT TRAFFICKING RADIATION ASSESSMENT PROGRAM"	2001	"SEYMOUR R;HULL CD;CRAWFORD T;COYNE B;BLISS M;CRAIG RA"	"10.1023/A:1010692712292"	""	"BORON TRIFLUORIDE;  GLASS FIBER;  HELIUM;  PLUTONIUM;  RADIOISOTOPE; ACCURACY;  CALCULATION;  CONFERENCE PAPER;  COST EFFECTIVENESS ANALYSIS;  FORENSIC SCIENCE;  GAMMA RADIATION;  GAS;  INTERMETHOD COMPARISON;  IONIZING RADIATION;  LAW ENFORCEMENT;  NEUTRON RADIATION;  NUCLEAR SAFETY;  PRODUCTIVITY;  RADIATION DETECTOR;  RADIATION HAZARD;  RADIATION MEASUREMENT;  RADIATION MONITORING;  SCINTILLATION"	""	"NUCSAFE LLC, 241 TRACY ALLISON DRIVE, CLINTON, TN 37716, UNITED STATES;BATTELLE, PACIFIC NORTHWEST NATIONAL LABORATORY, RICHLAND, WA 99352, UNITED STATES"	"Scopus"	"CONFERENCE MATERIAL"	"JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY"	""
"POST-MORTEM CARDIAC DIFFUSION TENSOR IMAGING: DETECTION OF MYOCARDIAL INFARCTION AND REMODELING OF MYOFIBER ARCHITECTURE"	2014	"WINKLHOFER S;STOECK CT;BERGER M;MANKA R;KOZERKE S;ALKADHI H;STOLZMANN P"	"10.1007/s00330-014-3322-7"	"HISTOLOGICAL VALIDATION; FIBER STRUCTURE; MRI; HEART; MICROSTRUCTURE;; TEMPERATURE; AUTOPSY"	""	"STOLZMANN, P (CORRESPONDING AUTHOR), UNIV ZURICH HOSP, INST DIAGNOST \& INTERVENT RADIOL, RAEMISTR 100, CH-8091 ZURICH, SWITZERLAND; WINKLHOFER, SEBASTIAN; BERGER, NICOLE; MANKA, ROBERT; ALKADHI, HATEM; STOLZMANN, PAUL, UNIV ZURICH HOSP, INST DIAGNOST \& INTERVENT RADIOL, CH-8091 ZURICH, SWITZERLAND; WINKLHOFER, SEBASTIAN; BERGER, NICOLE; THALI, MICHAEL; STOLZMANN, PAUL, UNIV ZURICH, INST FORENS MED, DEPT FORENS MED \& RADIOL, ZURICH, SWITZERLAND; STOECK, CHRISTIAN T; MANKA, ROBERT; KOZERKE, SEBASTIAN, INST BIOMED ENGN UNIV, ZURICH, SWITZERLAND; STOECK, CHRISTIAN T; MANKA, ROBERT; KOZERKE, SEBASTIAN, ETH, ZURICH, SWITZERLAND; MANKA, ROBERT, UNIV ZURICH HOSP, CLIN CARDIOL, CH-8091 ZURICH, SWITZERLAND"	""	"WebOfScience"	"ARTICLE"	"EUROPEAN RADIOLOGY"	"MAGNETIC RESONANCE IMAGING (MESH);DIFFUSION TENSOR IMAGING;MYOCARDIAL;INFARCTION;VENTRICULAR REMODELLING;AUTOPSY"
"PREPARATION OF IONIC LIQUID BASED SOLID-PHASE MICROEXTRACTION FIBER AND ITS APPLICATION TO FORENSIC DETERMINATION OF METHAMPHETAMINE AND AMPHETAMINE IN HUMAN URINE"	2009	"HE Y;POHL J;ENGEL R;ROTHMAN L;THOMAS M"	"10.1016/j.chroma.2009.04.028"	"ENVIRONMENTAL WATER SAMPLES; SINGLE-DROP MICROEXTRACTION;; GAS-CHROMATOGRAPHY; STATIONARY PHASES; EXTRACTION; SOLVENT; DRUGS;; GC/MS; SPME"	"CONCENTRATION OF;  CROSS LINKAGES;  DEVELOPMENT STAGES;  EXTRACTION TEMPERATURES;  EXTRACTION TIME;  FUSED-SILICA FIBERS;  GAS CHROMATOGRAPHY/MASS SPECTROMETRIES;  HEADSPACE;  HUMAN URINES;  LOW DETECTION LIMITS;  SAMPLE MATRICES;  SAMPLE PREPARATION METHODS;  SELECTED-ION-MONITORING;  SILICONE ELASTOMERS;  SOLID-PHASE MICROEXTRACTION (SPME);  SOLID-PHASE MICROEXTRACTION FIBERS;  TRIFLUOROMETHANE; AMINES;  BODY FLUIDS;  COMPUTER SOFTWARE REUSABILITY;  FIBERS;  FUSED SILICA;  IONIC LIQUIDS;  IONIZATION OF LIQUIDS;  IONS;  POLYMERS;  SILICA;  SILICONES; EXTRACTION; 1 ETHOXYETHYL 3 METHYLIMIDAZLOIUM BIS(TRIFLUOROMETHANE)SULFONYLIMIDE;  AMPHETAMINE;  IMIDE;  IONIC LIQUID;  METHAMPHETAMINE;  UNCLASSIFIED DRUG; ARTICLE;  CONTROLLED STUDY;  GAS CHROMATOGRAPHY;  HUMAN;  ION MONITORING;  MASS SPECTROMETRY;  PRIORITY JOURNAL;  SOLID PHASE MICROEXTRACTION;  URINALYSIS; AMPHETAMINE;  FORENSIC MEDICINE;  HUMANS;  SENSITIVITY AND SPECIFICITY"	"HE, Y (CORRESPONDING AUTHOR), CUNY, CUNY JOHN JAY COLL CRIMINAL JUSTICE, DEPT SCI, 445 W 59TH ST, NEW YORK, NY 10019 USA; HE, YI; POHL, JEREMY, CUNY, CUNY JOHN JAY COLL CRIMINAL JUSTICE, DEPT SCI, NEW YORK, NY 10019 USA; ENGEL, ROBERT; ROTHMAN, LEAH; THOMAS, MARIE, CUNY, QUEENS COLL, DEPT CHEM \& BIOCHEM, FLUSHING, NY 11367 USA"	"DEPARTMENT OF SCIENCES, JOHN JAY COLLEGE OF CRIMINAL JUSTICE, THE CITY UNIVERSITY OF NEW YORK, 445 WEST 59TH STREET, NEW YORK, NY 10019, UNITED STATES;DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY, QUEENS COLLEGE, THE CITY UNIVERSITY OF NEW YORK, 65-30 KISSENA BLVD. FLUSHING, NEW YORK, NY 11367, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF CHROMATOGRAPHY A"	"IONIC LIQUID;SOLID-PHASE MICROEXTRACTION (SPME)"
"PREPARATION OF NEW FIBERS ON THE BASIS OF CODEINE IMPRINTED POLYMER"	2007	"DJOZAN D;BAHERI T;AZAR MHP;MAHKAM M;DIOZAN D;BAHERI T;AZAR MHP;MAHKAM M"	"10.1080/10426910701385390"	"SOLID-PHASE MICROEXTRACTION; PERFORMANCE LIQUID-CHROMATOGRAPHY;; STATIONARY PHASES; PENCIL LEAD; CAPILLARY; WIRE; EXTRACTION; MORPHINE;; FORMATS"	"ETHYLENE GLYCOL;  FIBERS;  GAS CHROMATOGRAPHY;  MASS SPECTROMETRY;  MOLDING; BIOIMIMETIC SYSTEM;  CONTROLLED DRUGS; COPOLYMERS"	"DIOZAN, D (CORRESPONDING AUTHOR), UNIV TABRIZ, FAC CHEM, TABRIZ, IRAN; UNIV TABRIZ, FAC CHEM, TABRIZ, IRAN"	"FACULTY OF CHEMISTRY, UNIVERSITY OF TABRIZ, TABRIZ, IRAN"	"Scopus,WebOfScience"	"CONFERENCE MATERIAL"	"MATERIALS AND MANUFACTURING PROCESSES"	"BIOINUMETIC SYSTEM;CONTROLLED DRUGS;FIBER;CODEINE;FORENSIC;GAS;CHROMATOGRAPHY;GAS CHROMATOGRAPHY/MS SPECTROMETRY;METHACRYLIC;ACID-ETHYLENE GLYCOL DIMATHACRYLATE CO-POLYMER;MOLDING;MOLECULARLY;IMPRINTED POLYMER;MONOLITHIC POLYMER;SOLID-PHASE;MICROEXTRACTION;SORBANT;TEMPLATE;THERMAL RADICAL POLYMERIZATION;BIOIMIMETIC SYSTEM;GAS CHROMATOGRAPHY;METHACRYLIC ACID-ETHYLENE GLYCOL DIMATHACRYLATE CO-POLYMER;MOLECULARLY IMPRINTED POLYMER"
"PROBLEMS OF ASBESTOS FIBRE ANALYSIS IN LUNG DUST [PROBLEME DES ASBESTFASER-NACHWEISES IM LUNGENSTAUB]"	1985	"RODELSPERGER K;WOITOWITZ HJ;MANKE J"	""	""	"ASBESTOS FIBER; CLINICAL ARTICLE;  DIAGNOSIS;  ELECTRON MICROSCOPY;  FORENSIC MEDICINE;  HUMAN;  INTOXICATION;  LEGAL ASPECT;  LUNG;  OCCUPATIONAL DISEASE;  RESPIRATORY SYSTEM;  SHORT SURVEY"	""	"ARBEITS- UND SOZIALMEDIZIN, D-6300 GIESSEN, GERMANY"	"Scopus"	"ARTICLE"	"ATEMWEGS- UND LUNGENKRANKHEITEN"	""
"PROCESSING TRACES OF TEXTILE FIBERS IN THE FORENSIC LABORATORY [DIE KRIMINALTECHNISCHE BEARBEITUNG VON TEXTILFASERSPUREN]"	1981	"BRUSCHWEILER W"	""	""	"DIAGNOSIS;  FIBER;  FORENSIC MEDICINE;  TEXTILE"	""	"WISSENSCHAFTL. DIENST, STADTPOLIZEI, ZURICH, SWITZERLAND"	"Scopus"	"ARTICLE"	"KRIMINALISTIK"	""
"QUANTITATIVE STUDIES ON THE OCCURRENCE OF TEXTILE FIBRES IN FINGERNAIL DIRT FOLLOWING CONTACT WITH TEXTILE MATERIALS [QUANTITATIVE UNTERSUCHUNGEN BER DAS VORKOMMEN VON TEXTILFASERN M FINGERNAGELSCHMUTZ NACH KONTAKT MIT TEXTILGEWEBE.]"	1972	"SCHAIDT G;MICHEL U"	""	""	"ARTICLE;  FINGER;  FORENSIC MEDICINE;  HUMAN;  MICROSCOPY;  NAIL;  TEXTILE; FINGERS;  NAILS;  TEXTILES"	""	""	"Scopus"	"ARTICLE"	"ARCHIV FUR KRIMINOLOGIE"	""
"RAMAN MICROSCOPY ANALYSIS OF MOLECULAR ORIENTATION IN ORGANIC FIBERS"	2013	"ADAR F"	""	""	"CRYSTALLIZATION PROCESS;  FIBROUS MATERIAL;  FORENSICS INVESTIGATIONS;  ORGANIC FIBERS;  RAMAN MICROSCOPY;  RAMAN SIGNATURES;  TRACE EVIDENCES; MOLECULAR ORIENTATION;  ORGANIC POLYMERS; FIBERS"	"ADAR, F (CORRESPONDING AUTHOR), HORIBA JOBIN YVON, EDISON, NJ USA; HORIBA JOBIN YVON, EDISON, NJ USA"	"WORLDWIDE RAMAN APPLICATIONS MANAGER FOR HORIBA JOBIN YVON, EDISON, NJ, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"SPECTROSCOPY (SANTA MONICA);SPECTROSCOPY"	""
"RAPID ANALYSIS OF AMPHETAMINE, METHAMPHETAMINE, MDA, AND MDMA IN URINE USING SOLID-PHASE MICROEXTRACTION, DIRECT ON-FIBER DERIVATIZATION, AND ANALYSIS BY GC-MS"	2000	"JURADO C;GIMNEZ MP;SORIANO T;MENNDEZ M;REPETTO M"	"10.1093/jat/24.1.11"	""	"AMPHETAMINE DERIVATIVE;  DIMETICONE;  METHAMPHETAMINE; ADSORPTION;  ARTICLE;  CALIBRATION;  DATA ANALYSIS;  DRUG DETERMINATION;  DRUG ISOLATION;  DRUG URINE LEVEL;  EXTRACTION;  GAS CHROMATOGRAPHY;  ION MONITORING;  LABORATORY DIAGNOSIS;  MASS SPECTROMETRY"	""	"INST. NACIONAL DE TOXICOLOGA, P.O. BOX 863, 41080-SEVILLA, SPAIN"	"Scopus"	"ARTICLE"	"JOURNAL OF ANALYTICAL TOXICOLOGY"	""
"RHABDOMYOLYSIS DUE TO PARAPHENYLENEDIAMINE (HAIR DYE) - REPORT OF AN AUTOPSY CASE"	1990	"SAITO K;MURAI T;YABE K;HARA M;WATANABE H;HURUKAWA T"	""	""	"PHENYLENEDIAMINE; ADULT;  CASE REPORT;  CONFERENCE PAPER;  FORENSIC PATHOLOGY;  HUMAN;  HUMAN TISSUE;  INTOXICATION;  MALE;  RHABDOMYOLYSIS;  ENGLISH ABSTRACT;  HAIR DYES;  HOMICIDE;  MUSCLES;  PHENYLENEDIAMINES"	""	"DEPARTMENT OF LEGAL MEDICINE, SAITAMA MEDICAL SCHOOL, MORO, SAITAMA, JAPAN"	"Scopus"	"CONFERENCE MATERIAL"	"JAPANESE JOURNAL OF LEGAL MEDICINE"	""
