"TI"	"PY"	"AU"	"AIKW"	"IDW"	"AIKS"	"IDS"	"C1W"	"C1S"	"DOI"	"SO"	"DT"	"AIK"
"THE IDENTIFICATION OF POLYESTER FIBERS DYED WITH DISPERSE DYES FOR FORENSIC PURPOSES"	2019	"SMIGIEL-KAMINSKA D;POSPIECH J;MAKOWSKA J;WAS-GUBALA J;KUMIRSKA J;STEPNOWSKI P"	"POLYESTER FIBERS; DYED FIBERS; DISPERSE DYES; FORENSIC ANALYSIS; CHROMATOGRAPHIC METHODS; SPECTROSCOPIC METHODS"	"TEXTILE FIBERS; SINGLE; EXTRACTION; AZO; SPECTROMETRY; ACID"	"CHROMATOGRAPHIC METHODS;  DISPERSE DYES;  DYED FIBERS;  FORENSIC ANALYSIS;  POLYESTER FIBERS;  SPECTROSCOPIC METHODS"	"COLORING AGENT;POLYESTER;SOLVENT;ANALYSIS;CHEMISTRY;FORENSIC MEDICINE;PROCEDURES;SPECTROSCOPY;TEXTILE;COLORING AGENTS;POLYESTERS;SOLVENTS;SPECTRUM ANALYSIS;TEXTILES"	"SMIGIEL-KAMINSKA, D; KUMIRSKA, J (REPRINT AUTHOR), UNIV GDANSK, FAC CHEM, UL WITA STWOSZA 63, PL-80308 GDANSK, POLAND; SMIGIEL-KAMINSKA, DARIA; POSPIECH, JAN; MAKOWSKA, JOANNA; STEPNOWSKI, PIOTR; KUMIRSKA, JOLANTA, UNIV GDANSK, FAC CHEM, UL WITA STWOSZA 63, PL-80308 GDANSK, POLAND; WAS-GUBALA, JOLANTA, INST FORENS RES, CRIMINALIST DEPT, WESTERPLATTE 9, PL-3033 KRAKOW, POLAND"	"FACULTY OF CHEMISTRY,UNIVERSITY OF GDANSK,UL. WITA STWOSZA 63,GDANSK,80-308,POLAND; INSTITUTE OF FORENSIC RESEARCH,CRIMINALISTICS DEPARTMENT,WESTERPLATTE 9,KRAKOW,3-033,POLAND"	"10.3390/molecules24030613"	"MOLECULES"	"REVIEW"	"POLYESTER FIBERS;DYED FIBERS;DISPERSE DYES;FORENSIC ANALYSIS;CHROMATOGRAPHIC METHODS;SPECTROSCOPIC METHODS"
"THE KINETICS OF COLOUR CHANGE IN TEXTILES AND FIBRES TREATED WITH DETERGENT SOLUTIONS PART I-COLOUR PERCEPTION AND FLUORESCENCE MICROSCOPY ANALYSIS"	2009	"WAS-GUBALA J"	"TEXTILE; FIBRES; COLOUR CHANGE; FLUORESCENCE MICROSCOPY; POINT-BASED; ANALYSIS"	""	""	""	"WAS-GUBALA, J (REPRINT AUTHOR), INST FORENS RES, WESTERPLATTE 9, PL-31033 KRAKOW, POLAND; INST FORENS RES, PL-31033 KRAKOW, POLAND"	NA	"10.1016/j.scijus.2009.03.002"	"SCIENCE AND JUSTICE"	"ARTICLE"	"TEXTILE;FIBRES;COLOUR CHANGE;FLUORESCENCE MICROSCOPY;POINT-BASED;ANALYSIS"
"THE POPULATION OF TEXTILE FIBRES ON CAR SEATS"	1997	"ROUX CP;MARGOT P"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRES; FIBRE EVIDENCE; POPULATION; STUDY; FIBRE FEATURES; FREQUENCY; CAR SEATS"	"BLENDED FABRICS; FIBERS"	""	""	"ROUX, C (REPRINT AUTHOR), UNIV LAUSANNE,INST POLICE SCI \& CRIMINOL,UNIL,BATIMENT CHIM,CH-1015 LAUSANNE,SWITZERLAND"	NA	"10.1016/S1355-0306(97)72137-3"	"SCIENCE AND JUSTICE"	"ARTICLE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRES;FIBRE EVIDENCE;POPULATION;STUDY;FIBRE FEATURES;FREQUENCY;CAR SEATS"
"THE REINCORPORATION AND REDISTRIBUTION OF TRACE GEOFORENSIC PARTICULATES ON CLOTHING: AN INTRODUCTORY STUDY"	2010	"MORGAN RM;FRENCH JC;O'DONNELL L;BULL PA"	"TRACE EVIDENCE; UV POWDER; POLLEN; CLOTHING; SPATIAL AND TEMPORAL; DISTRIBUTIONS; FORENSIC PROTOCOL"	"SIMULATED CONTACTS; PERSISTENCE; FIBERS; GLASS; WEAR"	""	""	"MORGAN, RM (REPRINT AUTHOR), UCL, DEPT SECUR \& CRIME SCI, 2-16 TORRINGTON PL, LONDON WC1E 7HN, ENGLAND; MORGAN, R M; FRENCH, J C, UCL, DEPT SECUR \& CRIME SCI, LONDON WC1E 7HN, ENGLAND; FRENCH, J C; O'DONNELL, L; BULL, P A, UNIV OXFORD, OUCE, OXFORD OX1 3QY, ENGLAND"	NA	"10.1016/j.scijus.2010.04.002"	"SCIENCE AND JUSTICE"	"ARTICLE"	"TRACE EVIDENCE;UV POWDER;POLLEN;CLOTHING;SPATIAL AND TEMPORAL;DISTRIBUTIONS;FORENSIC PROTOCOL"
"THE RESEARCH PROGRESS OF FORENSIC FIBER MATERIAL EVIDENCE EXAMINATION"	2018	"L J;LI C;WANG L"	""	""	"DYES;  EXAMINATION RESEARCH;  FIBER MATERIAL EVIDENCE;  FORENSIC SCIENCE;  PROGRESS"	"NA"	NA	"GANSU INSTITUTE OF POLITICAL SCIENCE AND LAW,SCHOOL OF EVIDENCE LAW AND FORENSIC SCIENCE,LANZHOU,730070,CHINA"	"10.3969/j.issn.1001-7003.2018.09.005"	"JOURNAL OF SILK"	"ARTICLE"	";DYES;EXAMINATION RESEARCH;FIBER MATERIAL EVIDENCE;FORENSIC SCIENCE;PROGRESS"
"THE THERMAL EXPANSION OF SYNTHETIC FIBER-REINFORCED CONCRETE UNDER AIR-DRY AND SATURATED CONDITIONS"	2017	"AL RIKABI FT;SARGAND SM;HUSSEIN HH;KHOURY I"	""	""	"ABSORPTION;  COEFFICIENT OF THERMAL EXPANSION;  FIBER REINFORCED CONCRETE"	"ABSORPTION;CONCRETES;EXPANSION;FIBER OPTIC SENSORS;FIBER REINFORCED MATERIALS;FIBERS;FORENSIC ENGINEERING;POLYPROPYLENES;REINFORCED PLASTICS;STEEL FIBERS;SYNTHETIC FIBERS;TENSILE STRENGTH;THERMAL EXPANSION;CONCRETE SPECIMENS;FIBER REINFORCED;FIBER-REINFORCED CONCRETES;POLY (VINYL ALCOHOL) (PVA);PROPERTIES OF CONCRETES;SATURATED CONDITIONS;STEEL REINFORCEMENTS;TEMPERATURE RANGE;REINFORCED CONCRETE"	NA	"DEPT. OF CIVIL ENGINEERING,OHIO UNIV.,STOCKER CENTER,ATHENS,OH  45701,UNITED STATES"	""	"CONGRESS ON TECHNICAL ADVANCEMENT 2017: CONSTRUCTION AND FORENSIC ENGINEERING - PAPERS FROM SESSIONS OF THE 1ST CONGRESS ON TECHNICAL ADVANCEMENT"	"CONFERENCE PAPER"	";ABSORPTION;COEFFICIENT OF THERMAL EXPANSION;FIBER REINFORCED CONCRETE"
"THE USE OF TRACE EVIDENCE IN MISSING PERSONS INVESTIGATIONS"	2016	"GWINNETT C"	""	""	"FIBRES;  HAIRS;  PERSISTENCE;  SOIL;  TRACE;  TRANSFER"	"NA"	NA	"SCIENCE CENTRE,STAFFORDSHIRE UNIVERSITY,LEEK ROAD,STOKE-ON-TRENT,STAFFORDSHIRE,ST4 2DF,UNITED KINGDOM"	"10.1007/978-3-319-40199-7_30"	"HANDBOOK OF MISSING PERSONS"	"BOOK CHAPTER"	";FIBRES;HAIRS;PERSISTENCE;SOIL;TRACE;TRANSFER"
"THM PYGC-MS OF WOOD FRAGMENT AND VEGETABLE FIBRE FORENSIC SAMPLES"	2009	"KRISTENSEN R;COULSON SA;GORDON A"	"THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS; CHROMATOGRAPHY-MASS SPECTROMETRY; TETRAMETHYLAMMONIUM HYDROXIDE; WOOD; FIBRES; LIGNIN; SYRINGYL/GUAIACYL RATIO; CINNAMYL/GUAIACYL RATIO; PRINCIPLE COMPONENT ANALYSIS; HIERARCHICAL CLUSTER ANALYSIS"	"THERMALLY ASSISTED HYDROLYSIS; CHROMATOGRAPHY-MASS-SPECTROMETRY;; TETRAMETHYLAMMONIUM HYDROXIDE TMAH; GAS-CHROMATOGRAPHY; LIGNIN;; THERMOCHEMOLYSIS; METHYLATION; GC/MS; ACIDS; EXTRACTIVES"	"CINNAMYL/GUAIACYL RATIO;  FIBRES;  HIERARCHICAL CLUSTER ANALYSIS;  LIGNIN;  PRINCIPLE COMPONENT ANALYSIS;  SYRINGYL/GUAIACYL RATIO;  TETRAMETHYLAMMONIUM HYDROXIDE;  THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS CHROMATOGRAPHY-MASS SPECTROMETRY;  WOOD"	"ALKYLATION;CLUSTER ANALYSIS;DRUG PRODUCTS;FIBERS;FORENSIC SCIENCE;GAS CHROMATOGRAPHY;HARDWOODS;HIERARCHICAL SYSTEMS;HYDROLYSIS;ION CHROMATOGRAPHY;LIGNIN;MASS SPECTROMETRY;METHYLATION;PYROLYSIS;SOFTWOODS;TEXTILE FIBERS;VEGETABLES;WOOD;CINNAMYL/GUAIACYL RATIO;HIERARCHICAL CLUSTER ANALYSIS;PRINCIPLE COMPONENT ANALYSIS;PYROLYSIS-GAS CHROMATOGRAPHY- MASS SPECTROMETRIES;SYRINGYL/GUAIACYL RATIO;TETRAMETHYL AMMONIUM HYDROXIDE;PRINCIPAL COMPONENT ANALYSIS;CHROMATOGRAPHY;LIGNINS;MASS SPECTROMETERS;PHENOLS"	"KRISTENSEN, R (REPRINT AUTHOR), INST ENVIRONM SCI \& RES LTD, PRIVATE BAG 92021, AUCKLAND, NEW ZEALAND; KRISTENSEN, REBECCA; COULSON, SALLY; GORDON, AMANDA, INST ENVIRONM SCI \& RES LTD, AUCKLAND, NEW ZEALAND"	"INSTITUTE OF ENVIRONMENTAL SCIENCE,RESEARCH LIMITED,PRIVATE BAG 92021,AUCKLAND,NEW ZEALAND"	"10.1016/j.jaap.2009.04.009"	"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS"	"ARTICLE"	"THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS;CHROMATOGRAPHY-MASS SPECTROMETRY;TETRAMETHYLAMMONIUM HYDROXIDE;WOOD;FIBRES;LIGNIN;SYRINGYL/GUAIACYL RATIO;CINNAMYL/GUAIACYL RATIO;PRINCIPLE COMPONENT ANALYSIS;HIERARCHICAL CLUSTER ANALYSIS;THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS CHROMATOGRAPHY-MASS SPECTROMETRY"
"TIME-DEPENDENT CHANGES OF PATHOLOGY AFTER SKELETAL MUSCLE INJURY IN RATS"	2014	"YU T-S;GUAN D-W;LIU L;ZHAO R;ZHANG H-D;BAI R-F;GUO Z;ZHANG Y;ZHANG Z;WU D"	""	""	"COLLAGEN FIBERS DEPOSITION;  FIBROBLASTIC CELLS;  FORENSIC PATHOLOGY;  MONONUCLEAR CELLS;  POLYMORPHONUCLEAR LEUKOCYTES;  WOUND AGE DETERMINATION"	"EOSIN;HEMATOXYLIN;AGE DETERMINATION;ANGIOGENESIS;ANIMAL EXPERIMENT;ANIMAL MODEL;ANIMAL TISSUE;ARTICLE;CELL REGENERATION;COLLAGEN FIBER;CONTROLLED STUDY;GENERAL DEVICE;HISTOPATHOLOGY;IMAGE ANALYSIS;INFLAMMATORY CELL;INFLAMMATORY INFILTRATE;LIMB;MALE;MOLECULAR PATHOLOGY;MONONUCLEAR CELL;MUSCLE BLEEDING;MUSCLE CELL;MUSCLE FIBRIL;MUSCLE INJURY;MUSCLE NECROSIS;NONHUMAN;POLYMORPHONUCLEAR CELL;RAT;STAINING;TISSUE DEGENERATION;WEIGHT DROP DEVICE"	NA	"CENTER OF COLLABORATIVE INNOVATION FOR JUDICIAL CIVILIZATION,BEIJING,100192,CHINA; KEY LABORATORY OF EVIDENCE SCIENCE,CUPL,MINISTRY OF EDUCATION,CHINA; DEPARTMENT OF FORENSIC PATHOLOGY,SCHOOL OF FORENSIC MEDICINE,CHINA MEDICAL UNIVERSITY,SHENYANG,110001,CHINA; FORENSIC MEDICAL EXAMINATION AND IDENTIFICATION CENTER,BEIJING PUBLIC SECURITY BUREAU,100085,CHINA"	"10.13618/j.issn.1001-5728.2014.05.009"	"CHINESE JOURNAL OF FORENSIC MEDICINE"	"ARTICLE"	";COLLAGEN FIBERS DEPOSITION;FIBROBLASTIC CELLS;FORENSIC PATHOLOGY;MONONUCLEAR CELLS;POLYMORPHONUCLEAR LEUKOCYTES;WOUND AGE DETERMINATION"
"TOWARDS A \"FINGERPRINT\" OF PAPER NETWORK; SEPARATING FORGERIES FROM GENUINE BY THE PROPERTIES OF FIBRE STRUCTURE"	2014	"TAKALO J;TIMONEN J;SAMPO J;RANTALA M;SILTANEN S;LASSAS M"	""	""	"COUNTERFEIT BANKNOTES;  CURVELET;  FIBER NETWORK;  FIBER ORIENTATION;  FORENSIC SCIENCE"	"BIOLOGICAL MATERIALS;BIOMATERIALS;CRIME;FIBER REINFORCED MATERIALS;TERRORISM;COUNTERFEIT BANKNOTES;CURVELETS;FIBER NETWORKS;FIBRE STRUCTURE;FORENSIC SCIENCE;PAPER FIBER;POINT CLOUD;THREE-DIMENSIONAL PARAMETERS;FIBERS;NETWORKS;PAPER"	NA	"DEPARTMENT OF PHYSICS,UNIVERSITY OF JYVSKYL,FINLAND; NANOSCIENCE CENTER,FINLAND; ITMO UNIVERSITY,KRONVERKSKII AVE. 49,SAINT-PETERSBURG,197101,RUSSIAN FEDERATION; DEPARTMENT OF MATHEMATICS AND STATISTICS,TECHNICAL UNIVERSITY OF LAPPEENRANTA,FINLAND; DEPARTMENT OF MATHEMATICS AND STATISTICS,UNIVERSITY OF HELSINKI,FINLAND"	"10.1117/12.2066809"	"PROCEEDINGS OF SPIE - THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING"	"CONFERENCE PAPER"	";COUNTERFEIT BANKNOTES;CURVELET;FIBER NETWORK;FIBER ORIENTATION;FORENSIC SCIENCE"
"TOWARDS A ``FINGERPRINT'' OF PAPER NETWORK: SEPARATING FORGERIES FROM GENUINE BY THE PROPERTIES OF FIBRE STRUCTURE"	2014	"TAKALO J;TIMONEN J;SAMPO J;RANTALA M;SILTANEN S;LASSAS M"	"FORENSIC SCIENCE; COUNTERFEIT BANKNOTES; FIBER NETWORK; FIBER; ORIENTATION; CURVELET"	""	""	""	"TAKALO, J (REPRINT AUTHOR), UNIV JYVASKYLA, DEPT PHYS, SF-40351 JYVASKYLA, FINLAND; TAKALO, JOUNI; TIMONEN, JUSSI, UNIV JYVASKYLA, DEPT PHYS, SF-40351 JYVASKYLA, FINLAND; TIMONEN, JUSSI, UNIV JYVASKYLA, SF-40351 JYVASKYLA, FINLAND; TIMONEN, JUSSI, ITMO UNIV, ST PETERSBURG 197101, RUSSIA; SAMPO, JOUNI, LAPPEENRANTA UNIV TECHNOL, DEPT MATH \& STAT, LAPPEENRANTA, FINLAND; SAMPO, JOUNI; RANTALA, MAARIA; SILTANEN, SAMULI; LASSAS, MATTI, UNIV HELSINKI, DEPT MATH \& STAT, FIN-00014 HELSINKI, FINLAND"	NA	"10.1117/12.2066809"	"OPTICS AND PHOTONICS FOR COUNTERTERRORISM CRIME FIGHTING AND DEFENCE X; AND OPTICAL MATERIALS AND BIOMATERIALS IN SECURITY AND DEFENCE SYSTEMS TECHNOLOGY XI"	"PROCEEDINGS"	"FORENSIC SCIENCE;COUNTERFEIT BANKNOTES;FIBER NETWORK;FIBER;ORIENTATION;CURVELET"
"USAGE OF FT-IR MICROSCOPE IN FORENSIC EXAMINATION OF BLUE COTTONE MATERIAL"	2010	"AKRAP I;ZUPANIC S;PARAC-OSTERMAN E"	"FORENSIC IDENTIFICATION; COTTON FIBRES; FT-IR MICROSCOPE"	""	""	""	"AKRAP, I (REPRINT AUTHOR), CROATIAN ACCREDITAT AGCY HAA, ULICA GRADA VUKOVARA 78, HR-10000 ZAGREB, CROATIA; AKRAP, IVA, CROATIAN ACCREDITAT AGCY HAA, ULICA GRADA VUKOVARA 78, HR-10000 ZAGREB, CROATIA; ZUPANIC, STEFICA, MINIST INTERIOR, GEN POLICE DIRECTORATE, FORENS CTR IVAN VUCETIC, HR-10000 ZAGREB, CROATIA; PARAC-OSTERMAN, DURDICA, UNIV ZAGREB, FAC TEXT TECHNOL, DEPT TEXT CHEM TECHNOL \& ECOL, HR-10000 ZAGREB, CROATIA; VUJASINOVIC, EDITA, UNIV ZAGREB, FAC TEXT TECHNOL, DEPT MAT FIBRES \& TEXT TESTING, HR-10000 ZAGREB, CROATIA"	NA	""	"ITC\&DC: 5TH INTERNATIONAL TEXTILE CLOTHING \& DESIGN CONFERENCE 2010 BOOK OF PROCEEDINGS: MAGIC WORLD OF TEXTILES"	"PROCEEDINGS"	"FORENSIC IDENTIFICATION;COTTON FIBRES;FT-IR MICROSCOPE"
"USING A FORENSIC SCIENCE APPROACH TO MINIMIZE ENVIRONMENTAL CONTAMINATION AND TO IDENTIFY MICROFIBRES IN MARINE SEDIMENTS"	2015	"WOODALL LC;GWINNETT C;PACKER M;THOMPSON RC;ROBINSON LF;PATERSON GLJ"	"MICROPLASTIC; MICROFIBRE; SEDIMENT; DEEP-SEA; POLLUTION"	"COLORED TEXTILE FIBERS; SYNTHETIC-FIBERS; MICROPLASTIC POLLUTION;; ORGANIC POLLUTANTS; PLASTIC DEBRIS; IDENTIFICATION; POPULATION;; RECOVERY; ACCUMULATION; PARTICLES"	"DEEP-SEA;  MICROFIBRE;  MICROPLASTIC;  POLLUTION;  SEDIMENT"	"POLLUTION;SEDIMENTS;SHIPS;SUBMARINE GEOLOGY;WATER POLLUTION;CONTROL MEASURES;DEEP SEA;ENVIRONMENTAL CONTAMINATION;FORENSIC SCIENCE;MARINE SEDIMENTS;MICROFIBRE;MICROPLASTIC;RESEARCH VESSELS;MARINE POLLUTION;ACRYLIC ACID COPOLYMER;CELLULOSE;COPOLYMER;MODACRYLIC ACID;NANOFIBER;PLASTIC;POLYESTER;UNCLASSIFIED DRUG;WATER;WATER POLLUTANT;DEEP-SEA SEDIMENT;POLLUTION CONTROL;SEDIMENT POLLUTION;ARTICLE;CONTROLLED STUDY;ENVIRONMENTAL MONITORING;NYLON FIBER;PREVALENCE;SEA POLLUTION;SEDIMENT;SYNTHETIC FIBER;ANALYSIS;CHEMISTRY;PREVENTION AND CONTROL;PROCEDURES;ENVIRONMENTAL POLLUTION;FORENSIC SCIENCES;GEOLOGIC SEDIMENTS;PLASTICS;WATER POLLUTANTS;CHEMICAL"	"WOODALL, LC (REPRINT AUTHOR), NAT HIST MUSEUM, DEPT LIFE SCI, CROMWELL RD, LONDON SW7 5BD, ENGLAND; WOODALL, LUCY C; PACKER, MARGARET; PATERSON, GORDON L J, NAT HIST MUSEUM, DEPT LIFE SCI, LONDON SW7 5BD, ENGLAND; GWINNETT, CLAIRE, STAFFORDSHIRE UNIV, DEPT FORENS \& CRIME SCI, STOKE ON TRENT ST4 2DF, STAFFS, ENGLAND; THOMPSON, RICHARD C, UNIV PLYMOUTH, SCH MARINE SCI \& ENGN, PLYMOUTH PL4 8AA, DEVON, ENGLAND; ROBINSON, LAURA F, UNIV BRISTOL, SCH EARTH SCI, BRISTOL BS8 1RJ, AVON, ENGLAND"	"DEPARTMENT OF LIFE SCIENCES,NATURAL HISTORY MUSEUM,LONDON,SW7 5BD,UNITED KINGDOM; DEPARTMENT OF FORENSIC AND CRIME SCIENCE,STAFFORDSHIRE UNIVERSITY,STOKE-ON-TRENT,ST4 2DF,UNITED KINGDOM; SCHOOL OF MARINE SCIENCE AND ENGINEERING,PLYMOUTH UNIVERSITY,PLYMOUTH,DEVON,PL4 8AA,UNITED KINGDOM; SCHOOL OF EARTH SCIENCES,UNIVERSITY OF BRISTOL,BRISTOL,BS8 1RJ,UNITED KINGDOM"	"10.1016/j.marpolbul.2015.04.044"	"MARINE POLLUTION BULLETIN"	"ARTICLE"	"MICROPLASTIC;MICROFIBRE;SEDIMENT;DEEP-SEA;POLLUTION"
"UV-VIS MICROSPECTROPHOTOMETRIC STUDY OF WOOL AND POLYAMIDE FIBRES DYED WITH ANALOGOUS GRYFALAN DYES"	2016	"STARCZAK R;WAS-GUBALA J"	"TEXTILE; WOOL; POLYAMIDE; GRYFALAN DYES; MICROSPECTROPHOTOMETRY; FORENSIC SCIENCE"	"RAMAN-SPECTROSCOPY; REACTIVE DYES; COTTON; SPECTRA"	"FORENSIC SCIENCE;  GRYFALAN DYES;  MICROSPECTROPHOTOMETRY;  POLYAMIDE;  TEXTILE;  WOOL"	"METAL COMPLEXES;POLYAMIDES;TEXTILES;WOOL;YARN;ABSORBANCE SPECTRUM;CHEMOMETRIC TREATMENT;CRAIC TECHNOLOGIES;FORENSIC SCIENCE;GRYFALAN DYES;MICROSPECTROPHOTOMETERS;MICROSPECTROPHOTOMETRY;POLYAMIDE FIBRES;FIBERS"	"STARCZAK, R (REPRINT AUTHOR), JAGIELLONIAN UNIV, DEPT ANALYT CHEM, INGARDENA 3, PL-30060 KRAKOW, POLAND; STARCZAK, ROZA, JAGIELLONIAN UNIV, DEPT ANALYT CHEM, INGARDENA 3, PL-30060 KRAKOW, POLAND; WAS-GUBALA, JOLANTA, INST FORENS RES, DEPT CRIMINALIST, WESTERPLATTE 9, PL-31033 KRAKOW, POLAND"	"JAGIELLONIAN UNIVERSITY,DEPARTMENT OF ANALYTICAL CHEMISTRY,INGARDENA 3,KRAKOW,30-060,POLAND; INSTITUTE OF FORENSIC RESEARCH,DEPARTMENT OF CRIMINALISTICS,WESTERPLATTE 9,31-033,POLAND"	"10.1016/j.dyepig.2016.04.041"	"DYES AND PIGMENTS"	"ARTICLE"	"TEXTILE;WOOL;POLYAMIDE;GRYFALAN DYES;MICROSPECTROPHOTOMETRY;FORENSIC SCIENCE"
"UV-VIS MICROSPECTROPHOTOMETRY AS A METHOD OF DIFFERENTIATION BETWEEN COTTON FIBRE EVIDENCE COLOURED WITH REACTIVE DYES"	2015	"WAS-GUBALA J;STARCZAK R"	"COTTON FIBRE; COLOUR MEASUREMENT; MSP UV-VIS; CIEL*A*B*; REACTIVE; DYES; FORENSIC"	"BLACK DYES; BLUE; RED; SPECTROSCOPY; RAMAN"	"CIELCIELAB;  COLOUR MEASUREMENT;  COTTON FIBRE;  FORENSIC;  MSP UV-VIS;  REACTIVE DYES"	"COLOR;COTTON FABRICS;COTTON FIBERS;FIBERS;WEAVING;ABSORBANCE MEASUREMENTS;COLOUR MEASUREMENT;FORENSIC;MICROSPECTROPHOTOMETRY;MSP UV-VIS;REACTIVE DYES;TRANSMISSION MODE;WOVEN COTTON FABRICS;COTTON;COLORING AGENT;EVALUATION STUDY;LIMIT OF DETECTION;PROCEDURES;ULTRAVIOLET SPECTROPHOTOMETRY;COLORING AGENTS;COTTON FIBER;SPECTROPHOTOMETRY;ULTRAVIOLET"	"WAS-GUBALA, J (REPRINT AUTHOR), INST FORENS RES, DEPT CRIMINALIST, WESTERPLATTE 9, PL-31033 KRAKOW, POLAND; WAS-GUBALA, JOLANTA; STARCZAK, ROZA, INST FORENS RES, DEPT CRIMINALIST, PL-31033 KRAKOW, POLAND; STARCZAK, ROZA, JAGIELLONIAN UNIV, DEPT ANALYT CHEM, PL-30060 KRAKOW, POLAND"	"INSTITUTE OF FORENSIC RESEARCH,DEPARTMENT OF CRIMINALISTICS,WESTERPLATTE 9,KRAKOW,31-033,POLAND; JAGIELLONIAN UNIVERSITY,DEPARTMENT OF ANALYTICAL CHEMISTRY,INGARDENA 3,30-060,POLAND"	"10.1016/j.saa.2015.01.116"	"SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY SPECTROCHIMICA ACTA - PART A: MOLECULAR AND BIOMOLECULAR SPECTROSCOPY"	"ARTICLE"	"COTTON FIBRE;COLOUR MEASUREMENT;MSP UV-VIS;CIEL*A*B*;REACTIVE;DYES;FORENSIC;CIELCIELAB;REACTIVE DYES"
"VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION"	2009	"KOTSIUBA AE;BABICH EV;CHERTOK VM"	"ARTERIAL HYPERTENSION; VASOMOTOR INNERVATION; PIA MATER; MEDIAL CEREBRAL; ARTERY; ADRENERGIC NERVOUS FIBERS; NITRIC OXIDE"	"SMOOTH-MUSCLE; NORADRENALINE; VESSELS"	"ADRENERGIC NERVOUS FIBERS;  ARTERIAL HYPERTENSION;  MEDIAL CEREBRAL ARTERY;  NITRIC OXIDE;  PIA MATER;  VASOMOTOR INNERVATION"	"ADRENERGIC SYSTEM;ADULT;ARTICLE;AUTOPSY;BLOOD VESSEL DIAMETER;CONTROLLED STUDY;HISTOCHEMISTRY;HUMAN;HUMAN TISSUE;HYPERTENSION;MALE;MIDDLE CEREBRAL ARTERY;NERVE PLEXUS;PIA MATER;SYMPATHETIC INNERVATION;VARICOSIS;ADOLESCENT;ADRENERGIC NERVE;CADAVER;COMPARATIVE STUDY;INNERVATION;PATHOLOGY;ADRENERGIC FIBERS;HUMANS;YOUNG ADULT"	"KOTSIUBA, AE (REPRINT AUTHOR), VLADIVOSTOK MED ACAD, CHAIR HUMAN ANAT, VLADIVOSTOK, RUSSIA; KOTSIUBA, A E, VLADIVOSTOK MED ACAD, CHAIR HUMAN ANAT, VLADIVOSTOK, RUSSIA"	"NA"	""	"ZHURNAL NEVROLOGII I PSIHIATRII IMENI S.S. KORSAKOVA"	"ARTICLE"	"ARTERIAL HYPERTENSION;VASOMOTOR INNERVATION;PIA MATER;MEDIAL CEREBRAL;ARTERY;ADRENERGIC NERVOUS FIBERS;NITRIC OXIDE;MEDIAL CEREBRAL ARTERY"
"VELCRO: AN IMPORTANT AREA FOR TRACE EVIDENCE"	2003	"WANKHEDE AG;DONGRE AP"	""	""	"CLOTHES;  FIBERS;  FOOTWEAR;  HAIR;  TRACE EVIDENCE;  VELCRO"	"ARTICLE;AUTOPSY;CLEANING;CLOTHING;DANDER;FORENSIC PATHOLOGY;HAIR;SHOE;STRUCTURE ANALYSIS;CANIS FAMILIARIS"	NA	"DEPARTMENT OF FORENSIC MEDICINE,SHRI V.N. GOVT. MEDICAL COLLEGE,YAVATMAL,INDIA; EMPRESS MILLS,NAGPUR,INDIA"	""	"JOURNAL OF FORENSIC MEDICINE AND TOXICOLOGY"	"ARTICLE"	";CLOTHES;FIBERS;FOOTWEAR;HAIR;TRACE EVIDENCE;VELCRO"
"WAYS OF IDENTIFYING TEXTILE FIBERS AND MATERIALS"	2009	"HOUCK MM"	"FIBER IDENTIFICATION; MICROSCOPY; METHODOLOGY; SPECTROSCOPY"	"SCANNING-ELECTRON-MICROSCOPY; RAMAN-SPECTROSCOPY; SYNTHETIC-FIBERS;; ACRYLIC FIBERS; MELTING-POINT; SPIDER SILK; IDENTIFICATION; CUTS; TEARS;; LIGHT"	""	"FORENSIC SCIENCE;ANALYTICAL METHOD;FIBER IDENTIFICATIONS;TEXTILE TECHNOLOGY;TEXTILES"	"HOUCK, MM (REPRINT AUTHOR), W VIRGINIA UNIV, FORENS SCI INITIAT, MORGANTOWN, WV 26506 USA; W VIRGINIA UNIV, FORENS SCI INITIAT, MORGANTOWN, WV 26506 USA"	"FORENSIC SCIENCE INITIATIVE,FORENSIC BUSINESS RESEARCH AND DEVELOPMENT,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,UNITED STATES"	"10.1533/9781845695651.1.6"	"IDENTIFICATION OF TEXTILE FIBERS"	"BOOK CHAPTER"	"FIBER IDENTIFICATION;MICROSCOPY;METHODOLOGY;SPECTROSCOPY"
