"TI"	"PY"	"AU"	"AIKW"	"IDW"	"AIKS"	"IDS"	"C1W"	"C1"	"C1S"	"DOI"	"SO"	"DT"	"Coder"	"AIK"
"OPTIMIZING THE ANALYSIS OF DYES BY SURFACE-ENHANCED RAMAN SPECTROSCOPY (SERS) USING A CONVENTIONAL-MICROWAVE SILVER NANOPARTICLES SYNTHESIS"	2019	"LUX C;LUBIO A;RUEDIGER A;ROBERT S;MUEHLETHALER C"	"SURFACE ENHANCED RAMAN SPECTROSCOPY; SILVER NANOPARTICLES; DYES; FORENSIC SCIENCE"	"SCATTERING; IDENTIFICATION; ANCIENT; AG"	"DYES;  FORENSIC SCIENCE;  SILVER NANOPARTICLES;  SURFACE ENHANCED RAMAN SPECTROSCOPY"	"NA"	"MUEHLETHALER, C (CORRESPONDING AUTHOR), UNIV QUEBEC TROIS RIVIERES, DEPT CHEM BIOCHEM \& PHYS, TROIS RIVIERES, PQ, CANADA; LUX, CELINE, UNIV STRASBOURG, EUROPEAN SCH CHEM POLYMERS \& MAT, STRASBOURG, FRANCE; LUBIO, AURA; RUEDIGER, ANDREAS, UNIV SHERBROOKE, ELECT \& COMP ENGN DEPT, SHERBROOKE, PQ, CANADA; LUBIO, AURA; RUEDIGER, ANDREAS, INRS EMT, NANOELECT \& NANOPHOTON, VARENNES, PQ, CANADA; ROBERT, SYLVAIN; MUEHLETHALER, CYRIL, UNIV QUEBEC TROIS RIVIERES, DEPT CHEM BIOCHEM \& PHYS, TROIS RIVIERES, PQ, CANADA; ROBERT, SYLVAIN; MUEHLETHALER, CYRIL, LRC, TROIS RIVIERES, PQ, CANADA"	"EUROPEAN SCHOOL OF CHEMISTRY,POLYMERS AND MATERIALS,UNIVERSITY OF STRASBOURG,STRASBOURG,FRANCE; UNIVERSITY OF SHERBROOKE,ELECTRICAL AND COMPUTER ENGINEERING DEPARTMENT,SHERBROOKE,CANADA; INRS-EMT,NANOELECTRONIC AND NANOPHOTONIC,VARENNES,CANADA; DEPARTMENT OF CHEMISTRY,BIOCHEMISTRY AND PHYSICS,UNIVERSITY OF QUEBEC AT TROIS-RIVIERES,TROIS-RIVIRES,CANADA; LABORATOIRE DE RECHERCHE EN CRIMINALISTIQUE (LRC),CANADA"	"EUROPEAN SCHOOL OF CHEMISTRY,POLYMERS AND MATERIALS,UNIVERSITY OF STRASBOURG,STRASBOURG,FRANCE; UNIVERSITY OF SHERBROOKE,ELECTRICAL AND COMPUTER ENGINEERING DEPARTMENT,SHERBROOKE,CANADA; INRS-EMT,NANOELECTRONIC AND NANOPHOTONIC,VARENNES,CANADA; DEPARTMENT OF CHEMISTRY,BIOCHEMISTRY AND PHYSICS,UNIVERSITY OF QUEBEC AT TROIS-RIVIERES,TROIS-RIVIRES,CANADA; LABORATOIRE DE RECHERCHE EN CRIMINALISTIQUE (LRC),CANADA"	"10.1016/j.forc.2019.100186"	"FORENSIC CHEMISTRY"	"ARTICLE"	"Scopus,WebOfScience"	"SURFACE ENHANCED RAMAN SPECTROSCOPY;SILVER NANOPARTICLES;DYES;FORENSIC SCIENCE"
"PATTERNS PRODUCED WHEN SOIL IS TRANSFERRED TO BRAS BY PLACING AND DRAGGING ACTIONS: THE APPLICATION OF DIGITAL PHOTOGRAPHY AND IMAGE PROCESSING TO SUPPORT VISIBLE OBSERVATIONS"	2017	"MURRAY KR;FITZPATRICK RW;BOTTRILL RS"	"FORENSIC; SOIL; TRANSFERENCE; CLOTHING; IMAGE-PROCESSING; PLACING; DRAGGING"	"SIMULATED CONTACTS; CLOTHING MATERIALS; FORENSIC ANALYSIS; PERSISTENCE;; FIBERS; WEAR"	""	""	"MURRAY, KR (CORRESPONDING AUTHOR), UNIV ADELAIDE, SCH BIOL SCI, ADELAIDE, SA 5005, AUSTRALIA; MURRAY, KR (CORRESPONDING AUTHOR), CSIRO LAND \& WATER, CTR AUSTRALIAN FORENS SOIL SCI, WAITE RD, URRBRAE, SA, AUSTRALIA; MURRAY, KATHLEEN R; FITZPATRICK, ROBERT W, UNIV ADELAIDE, SCH BIOL SCI, ADELAIDE, SA 5005, AUSTRALIA; MURRAY, KATHLEEN R; FITZPATRICK, ROBERT W; BOTTRILL, RALPH; KOBUS, HILTON, CSIRO LAND \& WATER, CTR AUSTRALIAN FORENS SOIL SCI, WAITE RD, URRBRAE, SA, AUSTRALIA; BOTTRILL, RALPH, MINERAL RESOURCES TASMANIA, POB 56, ROSNY PK, TAS 7018, AUSTRALIA; KOBUS, HILTON, FLINDERS UNIV S AUSTRALIA, FORENS SCI RES CTR, GPO BOX 2100, ADELAIDE, SA 5001, AUSTRALIA"	"MURRAY, KR (CORRESPONDING AUTHOR), UNIV ADELAIDE, SCH BIOL SCI, ADELAIDE, SA 5005, AUSTRALIA; MURRAY, KR (CORRESPONDING AUTHOR), CSIRO LAND \& WATER, CTR AUSTRALIAN FORENS SOIL SCI, WAITE RD, URRBRAE, SA, AUSTRALIA; MURRAY, KATHLEEN R; FITZPATRICK, ROBERT W, UNIV ADELAIDE, SCH BIOL SCI, ADELAIDE, SA 5005, AUSTRALIA; MURRAY, KATHLEEN R; FITZPATRICK, ROBERT W; BOTTRILL, RALPH; KOBUS, HILTON, CSIRO LAND \& WATER, CTR AUSTRALIAN FORENS SOIL SCI, WAITE RD, URRBRAE, SA, AUSTRALIA; BOTTRILL, RALPH, MINERAL RESOURCES TASMANIA, POB 56, ROSNY PK, TAS 7018, AUSTRALIA; KOBUS, HILTON, FLINDERS UNIV S AUSTRALIA, FORENS SCI RES CTR, GPO BOX 2100, ADELAIDE, SA 5001, AUSTRALIA"	NA	"10.1016/j.forsciint.2017.03.026"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"WebOfScience"	"FORENSIC;SOIL;TRANSFERENCE;CLOTHING;IMAGE-PROCESSING;PLACING;DRAGGING"
"PHYSICAL AND MECHANICAL DEGRADATION OF SHIRTING FABRICS IN BURIAL CONDITIONS"	2012	"MITCHELL JL;CARR DJ;NIVEN BE;HARRISON K;GIRVAN E"	"COTTON; POLYESTER; TEARING; COLOUR CHANGE; CLANDESTINE; TAPHONOMY"	""	"CLANDESTINE;  COLOUR CHANGE;  COTTON;  POLYESTER;  TAPHONOMY;  TEARING"	"ARCHEOLOGY;ARTICLE;CLOTHING;DEGRADATION;ENVIRONMENTAL TEMPERATURE;FEMALE;FIELD EMISSION SCANNING ELECTRON MICROSCOPY;FORENSIC SCIENCE;HUMAN;LAUNDRY;MALE;MORPHOLOGY;PHYSICAL CHEMISTRY;POSTHUMOUS CARE;PRIORITY JOURNAL;SEX DIFFERENCE;SOIL ANALYSIS;TAPHONOMY"	"CARR, DJ (CORRESPONDING AUTHOR), CRANFIELD UNIV, DEF ACAD UNITED KINGDOM, DEPT ENGN \& APPL SCI, IMPACT \& ARMOUR GRP, SHRIVENHAM SN6 8LA, WILTS, ENGLAND; MITCHELL, J L; CARR, D J, CRANFIELD UNIV, DEF ACAD UNITED KINGDOM, DEPT ENGN \& APPL SCI, IMPACT \& ARMOUR GRP, SHRIVENHAM SN6 8LA, WILTS, ENGLAND; MITCHELL, J L; HARRISON, K, CRANFIELD UNIV, DEF ACAD UNITED KINGDOM, DEPT ENGN \& APPL SCI, CRANFIELD FORENS INST, SHRIVENHAM SN6 8LA, WILTS, ENGLAND; NIVEN, B E, UNIV OTAGO, CTR APPLICAT STAT \& MATH, DUNEDIN, NEW ZEALAND; GIRVAN, E, UNIV OTAGO, OTAGO CTR ELECTRON MICROSCOPY, DUNEDIN, NEW ZEALAND"	"IMPACT AND ARMOUR GROUP,CRANFIELD UNIVERSITY,DEPT. OF ENGINEERING AND APPLIED SCIENCE CRANFIELD DEFENCE AND SECURITY,DEFENCE ACADEMY OF THE UNITED KINGDOM,SHRIVENHAM,WILTSHIRE SN6 8LA,UNITED KINGDOM; CRANFIELD FORENSIC INSTITUTE,DEPARTMENT OF ENGINEERING AND APPLIED SCIENCE,CRANFIELD DEFENCE AND SECURITY,UNITED KINGDOM; CENTRE FOR APPLICATIONS OF STATISTICS AND MATHEMATICS,UNIVERSITY OF OTAGO,PO BOX 56,DUNEDIN,NEW ZEALAND; OTAGO CENTRE FOR ELECTRON MICROSCOPY,NEW ZEALAND"	"IMPACT AND ARMOUR GROUP,CRANFIELD UNIVERSITY,DEPT. OF ENGINEERING AND APPLIED SCIENCE CRANFIELD DEFENCE AND SECURITY,DEFENCE ACADEMY OF THE UNITED KINGDOM,SHRIVENHAM,WILTSHIRE SN6 8LA,UNITED KINGDOM; CRANFIELD FORENSIC INSTITUTE,DEPARTMENT OF ENGINEERING AND APPLIED SCIENCE,CRANFIELD DEFENCE AND SECURITY,UNITED KINGDOM; CENTRE FOR APPLICATIONS OF STATISTICS AND MATHEMATICS,UNIVERSITY OF OTAGO,PO BOX 56,DUNEDIN,NEW ZEALAND; OTAGO CENTRE FOR ELECTRON MICROSCOPY,NEW ZEALAND"	"10.1016/j.forsciint.2012.05.005"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus,WebOfScience"	"COTTON;POLYESTER;TEARING;COLOUR CHANGE;CLANDESTINE;TAPHONOMY"
"PRACTICAL GC/MS ANALYSIS OF OXIDATION DYE COMPONENTS IN HAIR FIBER AS A FORENSIC INVESTIGATIVE PROCEDURE"	1999	"TANADA N;KASHIMURA S;KAGEURA M;HARA K"	"FORENSIC SCIENCE; CRIMINALISTICS; FORENSIC CHEMISTRY; HUMAN HAIR; OXIDATION HAIR DYE COMPONENTS; AROMATIC DIAMINES; AMINOPHENOLS; GAS; CHROMATOGRAPHY-MASS SPECTROMETRY"	"IDENTIFICATION"	"AMINEPHENOLS;  AROMATIC DIAMINES;  CRIMINALISTICS;  FORENSIC CHEMISTRY;  FORENSIC SCIENCE;  GAS CHROMATOGRAPHY-MASS SPECTROMETRY;  HUMAN HAIR;  OXIDATION HAIR DYE COMPONENTS"	"2 AMINOPHENOL;3 AMINOPHENOL;4 AMINOPHENOL;HAIR DYE;PHENYLENEDIAMINE;ACCURACY;ARTICLE;CHEMICAL ANALYSIS;CHEMICAL COMPOSITION;CHEMOSENSITIVITY;DISCRIMINANT ANALYSIS;FORENSIC IDENTIFICATION;GAS CHROMATOGRAPHY;HAIR ANALYSIS;INTERMETHOD COMPARISON;MASS SPECTROMETRY;PRIORITY JOURNAL"	"KASHIMURA, S (CORRESPONDING AUTHOR), FUKUOKA UNIV, SCH MED, DEPT FORENS MED, JONAN KU, 7-45-1 NANAKUMA, FUKUOKA 8140180, JAPAN; FUKUOKA UNIV, SCH MED, DEPT FORENS MED, JONAN KU, FUKUOKA 8140180, JAPAN"	"DEPARTMENT OF FORENSIC MEDICINE,SCHOOL OF MEDICINE,FUKUOKA UNIVERSITY,7-45-1 NANAKUMA,JONAN-KU,FUKUOKA 814-0180,JAPAN; DEPARTMENT OF FORENSIC MEDICINE,7-45-1,NANAKUMA,JAPAN"	"DEPARTMENT OF FORENSIC MEDICINE,SCHOOL OF MEDICINE,FUKUOKA UNIVERSITY,7-45-1 NANAKUMA,JONAN-KU,FUKUOKA 814-0180,JAPAN; DEPARTMENT OF FORENSIC MEDICINE,7-45-1,NANAKUMA,JAPAN"	"10.1520/jfs14454j"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;CRIMINALISTICS;FORENSIC CHEMISTRY;HUMAN HAIR;OXIDATION HAIR DYE COMPONENTS;AROMATIC DIAMINES;AMINOPHENOLS;GAS;CHROMATOGRAPHY-MASS SPECTROMETRY;AMINEPHENOLS;GAS CHROMATOGRAPHY-MASS SPECTROMETRY"
"PRAXIS-COMBINED -RAMAN AND -XRF SPECTROMETERS IN THE EXAMINATION OF FORENSIC SAMPLES"	2008	"ZIEBA-PALUS J;BORUSIEWICZ R;KUNICKI M"	""	""	"FIBRE;  FORENSIC ANALYSIS;  INK;  PAINT;  RAMAN SPECTROMETRY;  XRF"	"INK;PAINT;PLASTIC;POLY(METHYL METHACRYLATE);TITANIUM DIOXIDE;ARTICLE;FIBER;FORENSIC MEDICINE;PRIORITY JOURNAL;RAMAN SPECTROMETRY;X RAY FLUORESCENCE"	NA	"INSTITUTE OF FORENSIC RESEARCH,WESTERPLATTE 9,31-033 CRACOW,POLAND"	"INSTITUTE OF FORENSIC RESEARCH,WESTERPLATTE 9,31-033 CRACOW,POLAND"	"10.1016/j.forsciint.2007.04.230"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus"	";FIBRE;FORENSIC ANALYSIS;INK;PAINT;RAMAN SPECTROMETRY;XRF"
"PRAXIS - COMBINED MU-RAMAN AND MU-XRF SPECTROMETERS IN THE EXAMINATION OF FORENSIC SAMPLES"	2008	"ZIEBA-PALUS J;BORUSIEWICZ R;KUNICKI M"	"FORENSIC ANALYSIS; PAINT; INK; FIBRE; RAMAN SPECTROMETRY; XRF"	"TRANSFORM-INFRARED-SPECTROSCOPY; RED AUTOMOTIVE TOPCOATS; ORGANIC; PIGMENTS; CAPILLARY-ELECTROPHORESIS; PEN INKS; IDENTIFICATION; COATINGS;; FIBERS; FTIR; CE"	""	""	"ZIEBA-PALUS, J (CORRESPONDING AUTHOR), INST FORENS RES, WESTERPLATTE 9, PL-31033 KRAKOW, POLAND; ZIEBA-PALUS, JANINA; BORUSIEWICZ, RAFAL; KUNICKI, MARCIN, INST FORENS RES, PL-31033 KRAKOW, POLAND"	"ZIEBA-PALUS, J (CORRESPONDING AUTHOR), INST FORENS RES, WESTERPLATTE 9, PL-31033 KRAKOW, POLAND; ZIEBA-PALUS, JANINA; BORUSIEWICZ, RAFAL; KUNICKI, MARCIN, INST FORENS RES, PL-31033 KRAKOW, POLAND"	NA	"10.1016/j.forsciint.2007.04.230"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"WebOfScience"	"FORENSIC ANALYSIS;PAINT;INK;FIBRE;RAMAN SPECTROMETRY;XRF"
"PRINCIPAL COMPONENT ANALYSIS AND ANALYSIS OF VARIANCE ON THE EFFECTS OF ENTELLAN NEW ON THE RAMAN SPECTRA OF FIBERS"	2012	"YU MML;SANDERCOCK PML"	"FORENSIC SCIENCE; RAMAN MICROSPECTROSCOPY; FIBERS; PRINCIPAL COMPONENT; ANALYSIS; ANALYSIS OF VARIANCE; ENTELLAN NEW; PCA; ANOVA"	"FORENSIC ANALYSIS; MOUNTING MEDIUM; SPECTROSCOPY; IDENTIFICATION;; FINGERPRINTS; POLYAMIDES; RECOVERY; DRUGS; ABUSE; DNA"	"ANALYSIS OF VARIANCE;  ANOVA;  ENTELLAN NEW;  FIBERS;  FORENSIC SCIENCE;  PCA;  PRINCIPAL COMPONENT ANALYSIS;  RAMAN MICROSPECTROSCOPY"	"NA"	"SANDERCOCK, PML (CORRESPONDING AUTHOR), NATL CTR FORENS SERV ALBERTA, TRACE EVIDENCE SERV, 15707-118 AVE, EDMONTON, AB T5V 1B7, CANADA; YU, MARCIA M L; SANDERCOCK, P MARK L, NATL CTR FORENS SERV ALBERTA, TRACE EVIDENCE SERV, EDMONTON, AB T5V 1B7, CANADA"	"TRACE EVIDENCE SERVICES,NATIONAL CENTRE FOR FORENSIC SERVICES - ALBERTA,ROYAL CANADIAN MOUNTED POLICE,15707-118 AVENUE,EDMONTON,AB T5V 1B7,CANADA"	"TRACE EVIDENCE SERVICES,NATIONAL CENTRE FOR FORENSIC SERVICES - ALBERTA,ROYAL CANADIAN MOUNTED POLICE,15707-118 AVENUE,EDMONTON,AB T5V 1B7,CANADA"	"10.1111/j.1556-4029.2011.01951.x"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;RAMAN MICROSPECTROSCOPY;FIBERS;PRINCIPAL COMPONENT;ANALYSIS;ANALYSIS OF VARIANCE;ENTELLAN NEW;PCA;ANOVA;PRINCIPAL COMPONENT ANALYSIS"
"RAMAN SPECTROSCOPY AND MICROSPECTROPHOTOMETRY OF REACTIVE DYES ON COTTON FIBRES: ANALYSIS AND DETECTION LIMITS"	2012	"MASSONNET G;BUZZINI P;MONARD F;JOCHEM G;FIDO L;BELL S;STAUBER M;COYLE TJ;ROUX CP;HEMMINGS J;LEIJENHORST HAL;VAN ZANTEN Z;WIGGINS KG;SMITH C;CHABLI S;SAUNEUF T;ROSENGARTEN A;MEILE C;KETTERER S;BLUMER A;SMITH S"	"FORENSIC SCIENCE; RAMAN SPECTROSCOPY; MSP; MICROSCOPY; COTTON FIBRES; REACTIVE DYES; DETECTION LIMIT"	"FORENSIC ANALYSIS; BLUE; MICROSPECTROSCOPY; INDIVIDUALITY; DYESTUFFS"	"COTTON FIBRES;  DETECTION LIMIT;  FORENSIC SCIENCE;  MICROSCOPY;  MSP;  RAMAN SPECTROSCOPY;  REACTIVE DYES"	"BLUE DYE;DYE;UNCLASSIFIED DRUG;YELLOW DYE;ARTICLE;CHEMICAL ANALYSIS;CHEMICAL COMPOSITION;CONCENTRATION (PARAMETERS);COTTON;INTERMETHOD COMPARISON;LASER;LIMIT OF DETECTION;MICROSPECTROPHOTOMETRY;PRIORITY JOURNAL;RAMAN SPECTROMETRY;STAINING;ULTRAVIOLET SPECTROPHOTOMETRY"	"MASSONNET, G (CORRESPONDING AUTHOR), UNIV LAUSANNE, IPS, ESC, UNIL SORGE, CH-1015 LAUSANNE, SWITZERLAND; MASSONNET, G; BUZZINI, P; MONARD, F, UNIV LAUSANNE, IPS, ESC, UNIL SORGE, CH-1015 LAUSANNE, SWITZERLAND; JOCHEM, G, BUNDESKRIMINALAMT, D-65203 WIESBADEN, GERMANY; FIDO, L; BELL, S, QUEENS UNIV BELFAST, SCH CHEM \& CHEM ENGN, BELFAST BT9 5AG, ANTRIM, NORTH IRELAND; STAUBER, M, LANDESKRIMINALAMT NORDRHEIN WESTFALEN, D-40221 DUSSELDORF, GERMANY; COYLE, T, FORENS ALLIANCE LTD, CULHAM SCI CTR F5, ABINGDON OX14 3ED, OXON, ENGLAND; ROUX, C; HEMMINGS, J, UNIV TECHNOL SYDNEY, CTR FORENS SCI, SYDNEY, NSW 2007, AUSTRALIA; LEIJENHORST, H; VAN ZANTEN, Z, NETHERLAND FORENS INST, NL-2497 GB THE HAGUE, NETHERLANDS; WIGGINS, K, LONDON LAB, FORENS SCI SERV, LONDON SE1 7LP, ENGLAND; CHABLI, S; SAUNEUF, T, LAB POLICE SCI, F-75001 PARIS, FRANCE; ROSENGARTEN, A, ISRAEL FORENS SCI INST, IL-99875 TZUR HADASAH, ISRAEL; MEILE, C; KETTERER, S, KANTONSPOLIZEI ST GALLEN, FORENS NAT WISSENSCH DIENST, CH-9001 ST GALLEN, SWITZERLAND; BLUMER, A, FORENS INST ZURICH, CH-8004 ZURICH, SWITZERLAND; SMITH, C, CITYZEN LLP, HOVE BN41 1WR, ENGLAND"	"ECOLE DES SCIENCES CRIMINELLES (ESC),INSTITUT DE POLICE SCIENTIFIQUE (IPS),UNIL-SORGE,BATOCHIME,CH-1015 LAUSANNE,SWITZERLAND; BUNDESKRIMINALAMT,KT33 PPELALLEE 45,D-65203 WIESBADEN,GERMANY; QUEENS' UNIVERSITY BELFAST,SCHOOL OF CHEMISTRY AND CHEMICAL ENGINEERING,BELFAST BT9 5AG,UNITED KINGDOM; LANDESKRIMINALAMT NORDRHEIN-WESTFALEN,ABTEILUNG 5,VLKLINGER STRASSE 49,40221 DSSELDORF,GERMANY; FORENSIC ALLIANCE LTD.,F5 CULHAM SCIENCE CENTRE,ABINGDON OX14 3ED,ENGLAND,UNITED KINGDOM; CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,PO BOX 123,BROADWAY,SYDNEY,NSW 2007,AUSTRALIA; NETHERLAND FORENSIC INSTITUTE,LAAN VAN YPENBURG 6,NL-2497 GB,THE HAGUE,NETHERLANDS; LONDON LABORATORY,FORENSIC SCIENCE SERVICE,109 LAMBETH ROAD,LONDON SE1 7LP,UNITED KINGDOM; LABORATOIRE DE POLICE SCIENTIFIQUE,3 QUAI DE L'HORLOGE,PARIS 75001,FRANCE; ISRAEL FORENSIC SCIENCE INSTITUTE,218 KTALAV STREET,TZUR HADASAH 99875,ISRAEL; KANTONSPOLIZEI ST. GALLEN,FORENSISCH-NATURWISSENSCHAFTLICHER DIENST,KLOSTERHOF 12,9001 ST. GALLEN,SWITZERLAND; FORENSISCHES INSTITUT ZRICH,ZEUGHAUSSTRASSE 11,8004 ZRICH,SWITZERLAND; CITYZEN LLP,MARITIME HOUSE,BASIN ROAD NORTH,HOVE,BN41 1WR,UNITED KINGDOM; CONTACT TRACES LTD.,UNIT 26,EAST CENTRAL 127,MILTON PARK,ABINGDON OX14 4SA,UNITED KINGDOM; LABORATOIRE DE POLICE SCIENTIFIQUE DE MARSEILLE,BP 30-13245,MARSEILLE CEDEX 04,FRANCE; AUSTRALIAN FEDERAL POLICE CHEMICAL CRIMINALISTICS,BARTON,ACT 2006,AUSTRALIA"	"ECOLE DES SCIENCES CRIMINELLES (ESC),INSTITUT DE POLICE SCIENTIFIQUE (IPS),UNIL-SORGE,BATOCHIME,CH-1015 LAUSANNE,SWITZERLAND; BUNDESKRIMINALAMT,KT33 PPELALLEE 45,D-65203 WIESBADEN,GERMANY; QUEENS' UNIVERSITY BELFAST,SCHOOL OF CHEMISTRY AND CHEMICAL ENGINEERING,BELFAST BT9 5AG,UNITED KINGDOM; LANDESKRIMINALAMT NORDRHEIN-WESTFALEN,ABTEILUNG 5,VLKLINGER STRASSE 49,40221 DSSELDORF,GERMANY; FORENSIC ALLIANCE LTD.,F5 CULHAM SCIENCE CENTRE,ABINGDON OX14 3ED,ENGLAND,UNITED KINGDOM; CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,PO BOX 123,BROADWAY,SYDNEY,NSW 2007,AUSTRALIA; NETHERLAND FORENSIC INSTITUTE,LAAN VAN YPENBURG 6,NL-2497 GB,THE HAGUE,NETHERLANDS; LONDON LABORATORY,FORENSIC SCIENCE SERVICE,109 LAMBETH ROAD,LONDON SE1 7LP,UNITED KINGDOM; LABORATOIRE DE POLICE SCIENTIFIQUE,3 QUAI DE L'HORLOGE,PARIS 75001,FRANCE; ISRAEL FORENSIC SCIENCE INSTITUTE,218 KTALAV STREET,TZUR HADASAH 99875,ISRAEL; KANTONSPOLIZEI ST. GALLEN,FORENSISCH-NATURWISSENSCHAFTLICHER DIENST,KLOSTERHOF 12,9001 ST. GALLEN,SWITZERLAND; FORENSISCHES INSTITUT ZRICH,ZEUGHAUSSTRASSE 11,8004 ZRICH,SWITZERLAND; CITYZEN LLP,MARITIME HOUSE,BASIN ROAD NORTH,HOVE,BN41 1WR,UNITED KINGDOM; CONTACT TRACES LTD.,UNIT 26,EAST CENTRAL 127,MILTON PARK,ABINGDON OX14 4SA,UNITED KINGDOM; LABORATOIRE DE POLICE SCIENTIFIQUE DE MARSEILLE,BP 30-13245,MARSEILLE CEDEX 04,FRANCE; AUSTRALIAN FEDERAL POLICE CHEMICAL CRIMINALISTICS,BARTON,ACT 2006,AUSTRALIA"	"10.1016/j.forsciint.2012.05.025"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;RAMAN SPECTROSCOPY;MSP;MICROSCOPY;COTTON FIBRES;REACTIVE DYES;DETECTION LIMIT"
"RAMAN SPECTROSCOPY AND THE FORENSIC ANALYSIS OF BLACK/GREY AND BLUE COTTON FIBRES - PART 1. INVESTIGATION OF THE EFFECTS OF VARYING LASER WAVELENGTH"	2005	"THOMAS J;BUZZINI P;MASSONNET G;REEDY BJ;ROUX CP"	"FORENSIC FIBRE ANALYSIS; RAMAN SPECTROSCOPY; REACTIVE DYE; BLUE COTTON; FLUORESCENCE; DEGRADATION; LASER WAVELENGTH"	"IDENTIFICATION; MICROSCOPY"	"BLUE COTTON;  DEGRADATION;  FLUORESCENCE;  FORENSIC FIBRE ANALYSIS;  LASER WAVELENGTH;  RAMAN SPECTROSCOPY;  REACTIVE DYE"	"DYE;ARTICLE;COTTON;FORENSIC IDENTIFICATION;FORENSIC SCIENCE;LASER;PRIORITY JOURNAL;QUALITY CONTROL;RAMAN SPECTROMETRY;SPECTRAL SENSITIVITY"	"THOMAS, J (CORRESPONDING AUTHOR), UNIV TECHNOL SYDNEY, CTR FORENS SCI, POB 123, SYDNEY, NSW 2007, AUSTRALIA; UNIV TECHNOL SYDNEY, CTR FORENS SCI, SYDNEY, NSW 2007, AUSTRALIA; UNIV LAUSANNE, SCH FORENS SCI, BCH, CH-1015 LAUSANNE, SWITZERLAND"	"CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,SYDNEY,PO BOX 123,BROADWAY,NSW 2007,AUSTRALIA; SCHOOL OF FORENSIC SCIENCE,UNIVERSITY OF LAUSANNE,BCH,LAUSANNE 1015,SWITZERLAND"	"CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,SYDNEY,PO BOX 123,BROADWAY,NSW 2007,AUSTRALIA; SCHOOL OF FORENSIC SCIENCE,UNIVERSITY OF LAUSANNE,BCH,LAUSANNE 1015,SWITZERLAND"	"10.1016/j.forsciint.2004.08.009"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC FIBRE ANALYSIS;RAMAN SPECTROSCOPY;REACTIVE DYE;BLUE COTTON;FLUORESCENCE;DEGRADATION;LASER WAVELENGTH"
"RECOGNITION, IDENTIFICATION AND COMPARISON OF ROPE AND TWINE"	1995	"WIGGINS KG"	""	""	"COMPARISON;  CRIMINALISTICS;  FIBRES;  ROPE;  STRUCTURE;  TWINE;  TYPE"	"ARTICLE;FIBER;FORENSIC IDENTIFICATION;STRUCTURE ANALYSIS"	NA	"METROPOLITAN POLICE FORENSIC SCIENCE LABORATORY,109 LAMBETH ROAD,LONDON,SE1 7LP,UNITED KINGDOM"	"METROPOLITAN POLICE FORENSIC SCIENCE LABORATORY,109 LAMBETH ROAD,LONDON,SE1 7LP,UNITED KINGDOM"	"10.1016/S1355-0306(95)72628-4"	"SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus"	";COMPARISON;CRIMINALISTICS;FIBRES;ROPE;STRUCTURE;TWINE;TYPE"
"RECOVERY OF TRANSFERRED FIBRES"	1991	"LOWRIE CN;JACKSON G"	""	""	"FIBRES;  PERSISTENCE;  RECOVERY"	"ARTICLE;CONTROLLED STUDY;FIBER;FORENSIC IDENTIFICATION;PRIORITY JOURNAL"	NA	"HOME OFFICE FORENSIC SCIENCE LABORATORY,BIRMINGHAM,WEST MIDLANDS B5 6QQ,UNITED KINGDOM; HOME OFFICE FORENSIC SCIENCE LABORATORY,CHORLEY,LANCASHIRE PR7 6HJ,UNITED KINGDOM"	"HOME OFFICE FORENSIC SCIENCE LABORATORY,BIRMINGHAM,WEST MIDLANDS B5 6QQ,UNITED KINGDOM; HOME OFFICE FORENSIC SCIENCE LABORATORY,CHORLEY,LANCASHIRE PR7 6HJ,UNITED KINGDOM"	"10.1016/0379-0738(91)90139-A"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus"	";FIBRES;PERSISTENCE;RECOVERY"
